,text,rate
1451,Да телефон одно преимущество не выявлены Поменял бы только на.....,5
1452,"Мощный аккумулятор, разрешение экрана, производительность, большой объём памяти Фронтальная камера зеркалит изображение, ошибки в новой iOS, отсутствие порта для наушников. Пожалуй наилучший смартфон из ныне доступных, смотря на общие характеристики.",4
1453,Все работает без проблем Нет нормального защитного стекла. Трудно найти по размеру Хорошо,5
1454,"не стареет, производительный в играх и вообще, батареи хватает на день ценакачество идеальное",5
1455,"Супер телефон,просто Супер!!!!!!!! Нет Это любовь ????",5
1456,"Пользовался разными телефонами включая айфон но когда я начал свою историю начиная с galaxy s 7 edge это было просто земля и небо и в будующем и s8 s9+ всю семью пересадил на самсона все довольны камеры у них просто не реальные а экраны какие цвета это просто бесподобные телефоны как флагманы так и серии ниже как второй телефон у меня galaxy a5 2017 года телефон очень хороший за свои деньги еще и водо непроницаемый лично проверял ребенок уронил в тазик с замачивающимся бельем с порошком и всеми прочими химикатами так после этого еще и пришлось его под краном отмывать и вобще похеру ему камера тоже отличная короче очень много слов, в общем берите самсунг и вы почувствуете самую главную вещь это то как вы значимы для компании samsung потому что вы не загружая телефон какими то лаунчерами и оболочками с рекламой можете поставить темы которая предастовляет сама компания вы можете сами выбирать как вам было бы удобнее выполнять те или иные действия и самое главное что я заметил скаждым обновлением компания стараеться сделать все что бы вы не выполняли лишних действий а делали все быстро и в два клика)  За минусом только одно на s8 s9 note 8 a8 a6 и остальных новотипных моделях нету надписи саисунг на передней панели мне если честно эта надпись нравилась, так же на счет цены хорошая вещь всегда конечно стоит дорого, но хорошо есть такая вещь как рассрочка) Просто самые наилучшие впечатления раньше я думал что самсунг это херня я просто пользовался s4 s5 galaxy grand и да это было херня а не телефоны тупили жуть но вот видать научились делать вещи божественные",5
1457,Заряжать телефон за 10к с огромным экраном раз в два дня а то и три при экономичном использовании пожалуйста  нет nfc  просто вау youtube как в кинотеатре экран яркий и сочный аппарат определенно стоит своих денег. Рекомендую ,5
1458,"Не глючит не виснет.приложения открываются с такой же скоростью как и на 10том Айфоне может быть даже чуточку побыстрее. Камера у Варлама лучше чем у Айфона 10. Исспользую телефон всегда в многозадачном режиме. Но раза два в неделю нашу все приложения и снизу кэш. Кэш раздувается до 800мб. Телефон пока держится. Посмотрим надолго ли его хватит. Замедленная съёмка и фотографирование а темноте все же хуже чем у Самсунг гэлэкси С9. Как только память заполняется на 75-80% увеличивается расход батареи, не значительно, но увеличивается. Прошло три месяца с момента покупки. Прошивку обновлял несколько раз. Видимо залатывали дыры. Предыдущий отзыв тоже мой. Продолжаю наблюдения. Пока все ок.",5
1459,"преимущесьв куча, всех не перечислить. просто взял в руки и ощущяеться бренд. а не китай с али экспресс пока не замечено. ну может чуток батарею помощьнее класс",5
1460,"все на высоте, после андроида нет супер бомбааа",5
1461,"Хорошая камера
Отличная оптимизация
Удобен
Блокировка отпечатком пальцев
Простой, ненавязчивый дизайн
Отлично подходит для &quot;тяжёлых&quot; игр
 Нет Пользуюсь уже год и радуюсь) ",5
1462,Крепкий Крупноват для управления одной рукой Хорошее,5
1463,"хорошая камера нет технической поддержки, кнопка BixBy которая очень мешает, очень хрупкий дисплей, высокая цена  Продал свой S8+, купил себе s9+ 1. Опять эта дурацкая кнопка BixBy которую нельзя переназначить но на которую постоянно тыкаешь, вместо уменьшения громкости включая эту непонятную ерунду которая дико мешает! 2. Экран крайне уязвимый, телефон выпал в машине из кармана на порожек дверки и сразу разбился дисплей, замена 18 тыр! 3. Новая модель телефона оказывается блокирует запись звонков! В моей стране разрешена запись звонков! Вы продаете официальную версию данного телефона в моей стране! Будьте любезны! Я переплатил 20 тыр и получил телефон без возможности записывать разговоры! Они бы ещё часы от сюда выпилили или будильник! Может в какой-то стране будильник запрещен, значит он теперь всем не нужен! Написали бы на коробке, у нас есть все функции кроме записи звонков! И не один обзорщик про этот позор не написал! Я в другой известной китайской компании написал про косяки в прошивке, они через неделю исправили в обновлении! А в samsung просто ответили, не будет больше! И всё-равно им видимо на всех нас! Они бабки гребут, им некогда! В общем двойка компании и телефону однозначно! Пусть везде выпилят эту функцию и я посмотрю как у них продажи упадут! Надо было хватило ума выпилить именно во флагманской версии ",1
1464,"Качество изготовления и материалов, чистый Анройд, быстродействие, камера вполне нормальная, фронталка вообще супер, отличное качество записи видео и звука, есть все необходимое. Батарея на день активного использования, хотелось бы больше. Своих денег стоит.",5
1465,"Надёжность, неприхотливость, не зависает, прочный, цена. Нет Я в восторге, давно мечтал о Нокии, и после первых часов использования понял, что все последующие мои телефоны будут той же марки, всем рекомендую",5
1466,"Огрызок на задней панели Технические характеристики, разрешение экрана, толщина, быстро разряжается. Модель не стоит этих денег. Красная цена 12- 15 тыр все остальное за бренд",1
1467,Из всех моделей самсунг которые были у меня до этого пожалуй это самый лучший телефон.Камера на мой взгляд немного лучше чем на s8+ которым я ползовался до этого.Игры тянет без лагов даже в hd качестве.Хороший аудио звук.Фейс айди  работает лучше чем на 8серии даже в почти полной тьме. Особых минусов не заметил за исключением ложных нажатий при пользование телефоном без чехла из-за особенностей экрана.На s 8+ у меня было выгорание пиксилей и по горантии было замена дисплея всего модуля.s9+ использую на средней яркости надеюсь что с этим устройством такого не случиться.Что еще можно отметить ёмкость аккумулятора можно было и увеличить.при интенсивном использовании быстро разряжается.  В целом телефоном доволен!,5
1468,Стабильность и удобства Некие лаги до сих пор бывают Последняя версия с кнопкой Домой и это расстраивает,5
1469,"отличная камера, компактный .Дизайн впечатлил . Пока не обнаружила)) Отличная модель. Рекомендую!!!",5
1470,"Красивый экран без всяких бровей и прочего, красивый дизайн, шустрый девайс. Отличная батарея на 4000 хватает на 1,5-2 дня использования.  За 3 месяца использования не обнаружил.  Очень интересный и шустрый девайс, боялся, что андроид будет тормозить и тупить, так как это первое моё устройство на андроиде. Перешёл с iphon 7 и не жалею совсем. ",5
1471,"Функциннал, относительно быстрый отклик. Скорасть работы. Камеру в s8 оставили как в s7.  Покупая новый телефон хочется думать что он сильно лучше предыдущего. Обладая s7 и s8 разочарован. ",3
1472,"Процессор,  батарея,  быстрая зарядка...  Нет.  Аппарат достойный потраченных денег. ",5
1473,"Для бюджетника в самый раз, в длительных поездках при правильной эксплуатации проблем пока не составлял. Нормальная батарея, настройки, 2 сим-карты плюс возможность расширить память до 128 гигов за небольшие денежные средства, вставив носитель в отдельный от сим-карт слот. Вопрос самопроизвольной перезагрузки снялся сам собой после обновлений ПО, фото делает, ждать сказки от него не стоит, для профессиональных фото существуют профессиональные объективы и аппараты, но это уже совсем другая история и средства. Возможность переключения на 2G, который есть во многих городах и весях страны в отличии даже от 3G не говоря о 4G, которых днём с огнём бывает не найти в большей части регионов. Батарею надо более ёмкую, процессор пошустрее и оперативку 2 гига. Да, и оставить от предустановленных приложений необходимый минимум, с возможностью в дальнейшем установить на SD-карту либо переместить на SD-карту понадобившиеся приложения без проблем. В основном меня устраивает, когда знал для чего приобретал. Всякие приложения даже необязательно скачивать и устанавливать, их можно всегда активировать пройдя на них через поисковик, главное чтобы связь была в наличии. Всякие фото и видео нет смысла держать на физическом носителе постоянно, их сразу можно отправлять на какой-нибудь из виртуальных дисков, нечего захламлять носитель. А музыку необходимую, как и фильмы, можно накачать заранее на физический носитель информации в достойном качестве, установить хороший плеер на девайс и наслаждаться. Не знаю какой ЦАП, но просто личное пожелание, чтобы был 24 бит на самом деле, информацию не дают, как и какой импеданс должен быть у проводных наушников. Три звезды поставил потому-что есть личные пожелания к бюджетнику и соответственно из-за этого до пяти не дотягивает.",3
1474,"Явных плюсов не нашел Явных минусов не нашел Пользуюсь меньше месяца. Перешел на данный аппарат с айфона. Долго думал и гадал, но все же решился купить. Первые впечатления были только от размера экрана и объема памяти. В целом, пока, телефончик работает стабильно, без глюков. К андроиду привык быстро, но конечного мнения еще не сложилось. Пока, на данный момент, OIS все же поудобней в некоторых моментах, но таких отличий не много. Если в общем, для меня, телефон не плохой, учитывая его стоимость!  ",4
1475,Шустрый. Яркий. Отлично смотрится. Пока нет. Рад.,5
1476,"Отличный дизайн, быстро реагирует, звук громкий, рабочий стол удобный Видеосъёмка плохая,  В общем удачный смартфон,посмотрю как он поведёт себя в дальнейшем. Пользуюсь месяц",4
1477,"Не сказал бы, что телефон чем то революционным отличается от других флагманов Через полгода выгорел экран...
Стал розовым с силуэтами иконок... Неочень...
Надоел Самсунг всей моей семье.... У каждого по устройству...
Смотрим в сторону Китая...",2
1478,"Небольшой размер, эргономичный дизайн. При наведении на стационарный объект не фокусировалась камера. Недостаток устранили по гарантии. Очень, очень тихая &quot;громкая связь&quot; при разговоре по телефону (не меседжеры). Недостаток так и не устранили. Телефон купил в апреле 2018 года , в начале мая обнаружил данные недостатки. Дважды сдавал смартфон в ремонт. Очень хочу поменять.",4
1479,"производительность, 2 пространство приятное дополнение, можно подозрительные файлы запустить, проверить.  из минусов навязчивая реклама и встроенные ненужные приложения по умолчанию xiaomi приятно радует соотношением ценакачество . для среднего пользователя самый самолёт",5
1480,"Из плюсов можно отметить цену на момент покупки. Купил практически через пару недель после появления телефона в цвете индиго в Москве. +Андроид 7.1. Очень приятная трубка - дорого и красиво выглядит, замечательно лежит в руке, но скользкий, сразу или в чехол или в бампер. +Gorilla Glass с олеофобным покрытием. +NFC модуль, кстати работает четко. +Есть подсветка кнопок - мелочь, а приятно. +Отдельный слот для microSD + 2 сим карты. +Хорошая сборка, алюминиевый корпус с очень стойкой окраской. +Без всяких проблем нашел чехлы и бамперы к нему, удивило. Для меня плюс 5,2 дюйма экран, большего размера не хотелось. К сожалению покупал вслепую, даже в магазине не потестил-доверился бренду, т.к. до этого было четыре трубки Nokia, как оказалось зря я это сделал. Производительность - это что-то, если отключить &quot;лишние&quot; сервисы, не ставить сторонний лаунчер и &quot;лишние&quot; программы, ещё более-менее, с лаунчером Нова всё жутко тормозит. Скорее всего нехватка оперативной памяти. Да и общая память после установки необходимых мне приложений всего 4,5 гб из 16 Гб телефона, благо есть отдельный слот для карты памяти. К экрану претензий нет, для своих пикселей всё Ок. Батарея. Прошел год и сейчас её не хватает на рабочий день среднего использования, вначале хватало на сутки почти, она несъемная, купил доп аккумулятор выносной и вторую зарядку. А теперь самое обидное. Покупал тф жене для замены телефона с камерой 5МП. Что ж я не посмотрел её в магазине при покупке? Это редкостное г. Даже мой старик Alcatel 535 снимал на порядок лучше. Если вы фанат сэлфи- бегом мимо, купите любого китайца за 3 тысячи. Специально потратил время и уже после покупки потестил камеры у семи телефонов в разных салонах, хотел сдать свой из-за камеры-думал брак. Только у одного из них камера работала получше чем у моего, но всё-равно гадко. Поставил десяток сторонних программ для камеры, выбрал одну которая немного &quot;вытаскивает&quot; фото, но всё равно гадость. Пришлось взять телефон себе, а жене купить другой, с хорошей камерой. Да. И ещё у меня оказались две мелкие раковинки корпуса по периметру стекла-случай тоже не гарантийный, так что повнимательней при покупке телефонов Nokia. Короче, продал я его недорого и рад. Конкретно эта модель моё полное разочарование в современной Нокиа. Больше и сам не куплю и другим очень не советую. Мои оба китайца-Meizu и Xiaomi- работают не хуже и стоят теперь даже дешевле. Правда корпуса у обоих потерлись.",3
1481,Дисплей. Автономность. Мощность. ПО. Цена  Не обнаружил  Супер ,5
1482,"Быстродействие, камера, экран, да весь тел в одних плюсах ) не выявил. возможно, отсутствие nfc. супер. а если вспоминать о цене, то вообще космос )",5
1483,"Удобный телефон, все понятно  Батарее хватает на 4 часа. Если не включать интернет хватит на день полтора  Вроде ни чего. Хотелось айфон с двумя сим картами и нормальной батареей за такие деньги. ",3
1484,"Очень красивый и удобный телефон.  Экран разбился и экрана ни где нету экрана.
Где можно найти экран. очень понравился",5
1485,"Хороший процессор, ёмкая батарея. За свою стоимость, достойный смартфон. Ну и камера не плохая. Пока нет Впечатляет размер, просто клосс",5
1486,"Высокое качество фото, стильный дизайн Убрали разъём для наушников отличный аппарат",5
1487,"Удобный размер.
Красивый дизайн.
Блок телефона в случае утери. Слабая батарея из коробки.
Постоянные глюки с точкой доступа в вытягиваемом меню снизу.
Свистопляска с айтюнс для манипуляций с музыкой.
Удобство стандартных наушников как у самолетных бесплатных.
Кривая реакция на прикосновения, плохая чувствительность. Можно взять нормальный телефон за эти деньги, вместо этого распиаренного г'
Участь моего бедолаги висеть на зарядке точкой доступа.",3
1488,"Лучшая в классе продолжительность работы, реально удивляет энергопотребление смартфона. Очень хорошая камера, днем снимает лучше старшей версии. Стерео динамики, с небольшим перекосом на основной динамик. Система на чипе(soc) kirin 980 очень мощный, с ним реально на данный момент может поспорить только снапдрагон 855 от квалком. Есть производительный режим, который реально поднимает фпс в играх.
Могу сказать одно, я раньше пользовал только смартфоны на снапдрагон, был фанатом квалком, попробывал перейти на самсунг с его эскиносом(s8+), очень не понравился что сам смартфон, что его проц(ужасное энергопотребление, и т.д.).Но mate 20 удивил, не ожидал что кирин 980 такой сбалансированный и главное производительный чип. Ребята это реально бомба!  Не равные стерео динамики, с уклоном вправо(мультимидийный громче разговорного).  Прекрасный сбалансированный и мощный фото флагман. ",5
1489,"Камеры, как основная так и фронтальная весьма хороши. Батарея держит довольно долго при больших нагрузках. Экран хорош, звук внешних динамиков. Запас памяти.  Оболочка могла быть и быстрее возможно проц не вытягивает. Управление и эргономика желает лучшего. Запас громкости в наушниках очень мал.
 Телефон хорош но он не стоит своих денег. 40к потолок приобрёл за 55 к. Камера, батарея, экран, качество зборки и материалов тут только и радует. ",4
1490," Камера, скорость Нет Телефон стоит своих денег ",5
1491,"Шустро работает, никаких зависаний. Хороший, объёмный звук через динамики. Хорошо держит заряд, плюс поддержка быстрой зарядки.  Покрытие экрана со временем все же начинает пачкаться.  Отличный телефон. ",5
1492,Очень хороший телефон камера супер меня всё устраивает и быстро заходит в интернет Минус в том что иногда вылетают программы и бывает телефон тормозит сильно Хотелось бы и по лучше а то бывает очень тормозит,4
1493,"Шустрый, умный, батареи хватает на день плотного пользования Нужна кнопка возврата назад как на андроиде (справа от кнопки Домой), экрану нужно олеофобное покрытие, ощутимо греется при запуске AR-приложений, бывают ложные срабатывания от случайных касаний краёв экрана при управлении одной рукой Годится, но нужны доработки. Не хватает элементов неубиваемости, таких например как у CAT S60.",4
1494,"Дизайн Нагрев, батарея 7 балов из 10",4
1495,"Отличная камера, очень шустрый телефон, очень радует оперативная память  Их просто нет.  Очень доволен телефоном ",5
1496,"Камера, экран, эргономика и быстродействие. Минус 1 и это цена. Не всем доступно. Владею с сентября. Только положительные эмоции. Телефон и вправду крут. Рекомендую однозначно.",5
1497,"У меня Хонор 10i,прост в обращении, достаточно мощный с великолепной камерой Нет датчика стабилизации камеры при движении, не очень мощный аккумулятор, но все зависит от использования Меня все устраивает, купил и матери и отцу такие же телефоны",5
1498,Отличный смартфон.за полтора года эксплуатации никаких нареканий.... Нет Уау,5
1499,Все отлично Нет Мощно ,5
1500,"Все устраивает Нет Достойная модель для для обыкновенных граждан, не мажоров и выпендрёжников.",5
1501,"Камера Отпечаток пальца,быстро разряжается батарея. Не впечатлил.",3
1502,"Производительность на высшем уровне .Камера огонь ,платежная система с 100%вероятностью лучшая ,сравнения Самсунг ноте 9  Блин ну я думаю что только ,один это как выпевает Камера на задней части телефона  Блин просто супер аппарат)))!!!!",5
1503,"Дизайн, процессор, память Мала яркость дисплея, особенно на солнце (не приглядеться, не поймёшь), батарея, как все - еле хватает на сутки, с навигацией Яндекс - 12 часов в лучшем случае вобщем середнячок за 30 т.р. Для середнячка - нормально, для &quot;подфлагмана&quot; слаб. Светлое пятно - память 128г, камеры - быстрые, четкие. После месяца использования разочарован.",4
1504,"Аккуратный, не чего лишнего, скорость запуска и стабильная работа приложений, обновления без збоев красивая работа iOS 12.1 ,хорошая Камера ,работа с VR приложениями хорошая аргонимика Андройду далеко до iOS Пока не нашол  Это бренд проверенный временем спасибо Стив Джопсу за такой хороший телефон ",5
1505,"Семерка,самый удачный телефон от apple  Не выявил Впечатления,только положительные",5
1506,"многозадачность,экран,камера батарея я довольна,но следующий максимум для меня это восьмая модель.дальше уже не мое,возможно буду менять на гэлакси",5
1507,"Главный плюс - размер. не &quot;лопата&quot; морально устаревает процессор A7 Пользуюсь iphone с самой первой модели, когда еще их продавали тут не официально, приходилось делать unlock и jailbreak. В яблоке все очень удобно. нужен SE 2",5
1508,"Красивый, удобный, шустрый, крепкий-надёжный Батареи хватило на 2года, новая через год отключает смартфон при входящем звонке пр заряде более 30%. Я его люблю",5
1509,"Android 8, относительно тонкие рамки, неплохой (до включения новых игр) процессор, впринципе достаточно памяти. После замены разбитого экрана перестала работать кнопка Home, телефон просто дико лагучий, несъёмная батарея. При включённом 4G и энергосбережении заряд тратится со сверхсветовой скоростью. Камера так себе. 50 на 50, но лучше бы взял Xiaomi Redmi 4X (не реклама)",3
1510,"Информативный, легок в управлении нет минусов Лучше Ай Фона!!",5
1511,"За такие деньги все что надо, отлично Минусов нет Только положительные",5
1512,"не уступает и даже превосходит некоторые флагмоны iPhone, Samsung Galaxy и подобные им. Процессор Qualcomm Snapdragon 845, 2800МГц, 8-ми ядерный Optic AMOLED дисплей. Сдвоенная основная камера с оптической стабилизацией. Сканер отпечатков встроенный в дисплей. Стекло Gorilla Glass 6. модуль «искусственного интеллекта» анализирует обстановку и выбирает оптимальные настройки съемки. нет только хорошие",5
1513,"Объем встроенной памяти, удобное управление, размер дисплея, управление жестами, оболочка miui, в морозы не тормозит, да и вообще не подводил, не подвисал, отличный смартфон Не было Очень доволен приобретением, впервые попробовал оболчку miui которое оказалось очень удобным, возможность управления жестами без кнопок, звучание, объем батареи радует, ни разу не подводил, шустрый смартфон, рекомендую!",5
1514,Какие плюсы. Где он бюджетный смартфон 20000.  Цена завышена Негативное,1
1515,"Качество сборки и комплектующих, стабильность iOS Цена, но может это и лучшему - отсеивает прыщавых подростков, которые не имея возможности купить - хают продукцию Apple. Чем создают компании дополнительную рекламу Надёжный аппарат который не подведет владельца",5
1516,"Отличная Камера, удобный интерфейс, суперская производительность ???????? Их НЕТ!  Супер ???? 
Полностью оправдывает свою цену ",5
1517,Один сплошной плюс!!!! Нет Прекрасный телефон ,5
1518,"Крутая основная камера на 12 мегапикселей, удобный экран(для меня), хорошо лежит в одной руке, тянет все игры, приложения. Слабая фронтальная камера, пользователи android зачастую оскорбляют яблонщиков, пересказывают им недостатки iPhone. По-моему самая лучшая модель iPhone за все время, за свои деньги предоставляет услуги лучше многих андроид телефонов стоящих в районе 15-25 тыс. руб",5
1519,"быстродействие, хорошая батарея, качественное фото, отсутствие зависаний - главное дорага ;) была четверка, пользовался пока - перестала тянуть новые приложения - года 4. потом взял Леново S90 - копия шестерки, но Адроид :(( промучился 2 года и взял 7+. доволен. После IOS Android уже не катит.",5
1520,"Самое первое это водонепронецаемый корпус,  с защитой от воды и пыли IP68,
Я сам проверял работу телефона в воде, после 4 месяцев упал телефон с высоты 2 этажа с краям и разбился нижняя левая часть телефона и появился чёрный петно на экране, и я сомневался что теперь вода точно пройдёт через трещину, а я потом рискнуль и воткнул в воду и там на камеру сняль под водой , и ничё телефон работает как надо, ранше я использовал Samsung Galaxy S7 Edge 332Gb, оно тоже в поле достойный телефон,
Без граничный экран с дюмом 6,17, 
ХАРАКТЕРИСТИКИ 
Это модель оснащена двумя Камерами на 12X2 MP с зади, присутствует стабилизация в видео и фото, материнская Samsung Exynos 9810 2.7 GHz а у (S10,S10+ 9820).
Озу:6Gb
Пзу:64Gb  
(эт уменя такая комплектация, ест и 6256Gb)
Поддерживается быстрое зарядка 3.0 и беспроводная зарядка.

 Минусы в моём телефоне это батарейка 3500mah, если я лазаю по интернету или играю ну в онлайн и без, то зарядка хватает в 12 часов , а если использую так по разговору так так хватает на 24часа и больше. Всё  Телефон так себе Отличный несмотря на батарейку 3500mah, отличный дизайн, кароче в полне достойный телефон в своём роде! 
ВСЕМ ПОРЕКОМЕНДУЮ ВИБИРАТ ТЕЛЕФОНЫ ОТ КОМПАНИИ GALAXY S,NOTE",5
1521,"зарядку долго держит,камера нормальная для меня нет мне все нравится и все устраивает",5
1522,"Удобный размер для того, чтобы держать в руке. При падении не разобьется экран с наклееным стеклом. Динамик достаточно громкий, есть эквалайзер c предустановленными режимами, которые применим к слуховому динамику и к к внешнему динамику. Есть 4К режим видеосъемки, при фотографировании документов края автоматически обрезаются ровно по границам бумажного документа. Есть режим энергосбережения, который не убирает цвет в отличие от Самсунга. Экономное потребление заряда батареи в обычном режиме, - на сутки хватает одной зарядки при небольшой батарее 1600 мАч. Яркий экран, четкое изображение (Retina). В помещениях антенна работает хуже, чем на улице. Слуховой динамик фонит (есть фоновое шипение в динамике после нажатия клавиши: посыл вызова ), как правило в здании. В смартофонах НТС и Xiomi такого шипения нет.  В целом оценка хорошо. Звуковой тракт в слуховом динамике требует доработки. Эквалайзер нужно дополнить режимом ручной настройки. Грани экрана - уменьшить, экран - увеличить на всю площадь смартфона без моноброви.",4
1523,"Увидела и ощутила только одни плюсы. Камера супер, отпечаток пальца на экране, что очень удобно. В с8, чтобы разблокировать телефон отпечатком постоянно натыкалась на камеру Минусов у этого телефона НЕТ Рекомендую тем, кто уважает самсунги. Получила в подарок на новый год от супруга.
Я очень довольна",5
1524,"дешево и сердито камера крутой ,была б камера получше...",5
1525,"Дисплей, производительность (просто бомба и ощущается везде! , большая автономность, на ровном месте не разряжается, компактный, камера, режим макросьемки.  Нет После снижения цены до 33000р однозначно стоит своих денег! ",5
1526,"Понятный и удобный интерфейс к третьему году использования начал тормозить, подвисать, пропускать касания или вовсе не реагировать на них. Переустановка оси и замена экрана не помогла. Сейчас (4йгод) пользоваться практически не возможно, постоянно зависает и пропускает касания. телефон на 2 года.",3
1527,"Стильно выглядит, не тормозит.  Хотелось бы получше фронтальную камеру.  Отличный смартфон за эти деньги",5
1528,"Память, скорость, дизайн Нет За год пользования только положительные впечатления",5
1529,"Все плавно, быстро. Без лагов. Хорошая камера. Быстрая зарядка. Автономная работа. Экран режен глаза после IPS Только положительные",5
1530,"Хорошая Камера, быстрый, зарядки хватает на весь день постоянного использования Тяжелый, были проблемы с «увеличительным стеклом» для слабовидящих Хорошее",5
